Field Name:,Period,HaulID,StartLatitude,StartLongitude,FishID,Species,SamplingApproach,FishLength,LenMeasType,FishWeight,Sex,MaturityScale (2),MaturityStage (2),Age,AgeSource,AgePrepMet,AgeID,letter,OvaryID,OvaryWeight,OvaryWeightMethod,SubSampleVol,Notes,Screening,method
IEO,3,Careva0322-0005,43.64,-4.81,51,MAC,R,36.2,1,321,F,6,Da,,O,NP,C05-051      ,M,M101,14.7,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0005,43.64,-4.81,52,MAC,R,32.3,1,206,F,2,Ba,,O,NP,C05-052      ,M,M102,1.8,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0005,43.64,-4.81,53,MAC,R,31.5,1,209,F,6,Da,,O,NP,C05-053      ,M,M103,2.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0005,43.64,-4.81,54,MAC,R,38.1,1,348,F,5,Cb,,O,NP,C05-054      ,M,M104,13.1,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0005,43.64,-4.81,55,MAC,R,31.3,1,188,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,56,MAC,R,32.4,1,226,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,57,MAC,R,31.8,1,193,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,58,MAC,R,30.8,1,171,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,59,MAC,R,30,1,180,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,60,MAC,R,30.7,1,170,M,5,Cb,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,61,MAC,R,28.9,1,158,M,5,Cb,,O,,,,,4,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,62,MAC,R,32.5,1,225,M,5,Cb,,O,,,,,4,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,63,MAC,R,30.7,1,185,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,64,MAC,R,30.7,1,187,M,5,Cb,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,65,MAC,R,30.9,1,199,M,6,Da,,O,,,,,2,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,66,MAC,R,28.9,1,154,M,5,Cb,,O,,,,,4,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,67,MAC,R,29.5,1,155,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,68,MAC,R,30.9,1,193,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,69,MAC,R,31.8,1,202,M,6,Da,,O,,,,,1,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,70,MAC,R,37.9,1,298,M,4,Ca,,O,,,,,15,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,71,MAC,R,30.4,1,164,M,5,Cb,,O,,,,,5,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,72,MAC,R,38.6,1,334,M,4,Ca,,O,,,,,24,,,,,
IEO,3,Careva0322-0005,43.64,-4.81,73,MAC,R,39.4,1,357,M,4,Ca,,O,,,,,14,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,1,MAC,R,37.5,1,326,M,4,Ca,,O,NP,C06-001      ,,,20,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,2,MAC,R,38.7,1,364,M,4,Ca,,O,NP,C06-002      ,,,19,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,3,MAC,R,37.6,1,345,F,5,Cb,,O,NP,C06-003      ,M,M105,22.8,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,4,MAC,R,35.1,1,296,M,4,Ca,,O,NP,C06-004      ,,,21,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,5,MAC,R,37.9,1,304,M,4,Ca,,O,NP,C06-005      ,,,12,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,6,MAC,R,38.3,1,324,M,4,Ca,,O,NP,C06-006      ,,,19,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,7,MAC,R,37.9,1,321,M,4,Ca,,O,NP,C06-007      ,,,9,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,8,MAC,R,34.7,1,275,F,5,Cb,,O,NP,C06-008      ,M,M106,4.5,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,9,MAC,R,37.9,1,354,M,4,Ca,,O,NP,C06-009      ,,,23,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,10,MAC,R,32.9,1,221,M,4,Ca,,O,,,,,6,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,11,MAC,R,39.3,1,388,M,4,Ca,,O,NP,C06-011      ,,,23,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,12,MAC,R,35.5,1,283,M,4,Ca,,O,NP,C06-012      ,,,16,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,13,MAC,R,37.5,1,358,M,4,Ca,,O,NP,C06-013      ,,,28,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,14,MAC,R,36.8,1,368,F,5,Cb,,O,NP,C06-014      ,M,M107,9.4,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,15,MAC,R,35.6,1,277,M,4,Ca,,O,NP,C06-015      ,,,8,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,16,MAC,R,34.1,1,247,F,5,Cb,,O,NP,C06-016      ,M,M108,14.7,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,17,MAC,R,33.8,1,355,M,4,Ca,,O,NP,C06-017      ,,,30,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,18,MAC,R,37.3,1,328,F,5,Cb,,O,NP,C06-018      ,M,M109,16,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,19,MAC,R,35.1,1,278,M,4,Ca,,O,NP,C06-019      ,,,20,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,20,MAC,R,39.9,1,377,F,3,Bb,,O,NP,C06-020      ,M,M110,23.6,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,21,MAC,R,38.1,1,374,M,4,Ca,,O,NP,C06-021      ,,,28,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,22,MAC,R,36.5,1,326,M,4,Ca,,O,NP,C06-022      ,,,37,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,23,MAC,R,40.6,1,429,F,5,Cb,,O,NP,C06-023      ,M,M111,9.3,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,24,MAC,R,35.5,1,321,F,4,Ca,,O,NP,C06-024      ,M,M112,16.5,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,25,MAC,R,38,1,341,F,5,Cb,,O,NP,C06-025      ,M,M113,13,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,26,MAC,R,37.8,1,330,M,4,Ca,,O,NP,C06-026      ,,,30,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,27,MAC,R,39.1,1,398,F,4,Ca,,O,NP,C06-027      ,M,M114,23.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,28,MAC,R,37.4,1,315,M,4,Ca,,O,NP,C06-028      ,,,27,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,29,MAC,R,37.4,1,349,F,5,Cb,,O,NP,C06-029      ,M,M115,6.6,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,30,MAC,R,38.5,1,365,M,4,Ca,,O,NP,C06-030      ,,,12,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,31,MAC,R,36,1,289,M,4,Ca,,O,NP,C06-031      ,,,13,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,32,MAC,R,35,1,287,M,4,Ca,,O,NP,C06-032      ,,,18,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,33,MAC,R,38.1,1,365,F,3,Bb,,O,NP,C06-033      ,M,M116,27.8,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,34,MAC,R,39.4,1,398,M,4,Ca,,O,NP,C06-034      ,,,25,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,35,MAC,R,38.2,1,370,F,4,Ca,,O,NP,C06-035      ,M,M117,28.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,36,MAC,R,37.4,1,351,M,4,Ca,,O,NP,C06-036      ,,,8,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,37,MAC,R,37.9,1,354,M,4,Ca,,O,NP,C06-037      ,,,15,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,38,MAC,R,35.4,1,303,F,3,Bb,,O,NP,C06-038      ,M,M118,22.3,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,39,MAC,R,41.7,1,457,M,4,Ca,,O,NP,C06-039      ,,,18,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,40,MAC,R,39.4,1,389,M,4,Ca,,O,NP,C06-040      ,,,35,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,41,MAC,R,35.5,1,303,M,4,Ca,,O,,,,,18,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,42,MAC,R,36.7,1,314,F,5,Cb,,O,NP,C06-042      ,M,M119,21.9,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,43,MAC,R,35.5,1,271,M,4,Ca,,O,,,,,18,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,44,MAC,R,36.9,1,333,M,4,Ca,,O,,,,,19,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,45,MAC,R,37.5,1,350,M,4,Ca,,O,,,,,34,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,46,MAC,R,36.8,1,308,M,4,Ca,,O,,,,,15,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,47,MAC,R,37.8,1,336,F,5,Cb,,O,NP,C06-047      ,M,M120,16.6,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,48,MAC,R,39.9,1,435,F,5,Cb,,O,NP,C06-048      ,M,M121,21.4,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,49,MAC,R,38.3,1,376,M,4,Ca,,O,,,,,23,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,50,MAC,R,33.1,1,234,M,4,Ca,,O,,,,,13,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,51,MAC,R,35.3,1,266,M,4,Ca,,O,,,,,11,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,52,MAC,R,37.9,1,355,F,5,Cb,,O,NP,C06-052      ,M,M122,18.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,53,MAC,R,39.5,1,362,M,4,Ca,,O,,,,,11,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,54,MAC,R,36.9,1,282,M,4,Ca,,O,,,,,8,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,55,MAC,R,37.2,1,327,M,4,Ca,,O,,,,,35,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,56,MAC,R,37.5,1,334,M,4,Ca,,O,,,,,8,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,57,MAC,R,36.5,1,295,F,5,Cb,,O,NP,C06-057      ,M,M123,13.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,58,MAC,R,39.9,1,395,F,4,Ca,,O,NP,C06-058      ,M,M124,12.3,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,59,MAC,R,36.8,1,335,F,4,Ca,,O,NP,C06-059      ,M,M125,22.3,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,60,MAC,R,34.5,1,299,M,4,Ca,,O,,,,,18,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,61,MAC,R,35.9,1,303,M,4,Ca,,O,,,,,11,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,62,MAC,R,38.2,1,345,F,4,Ca,,O,NP,C06-062      ,M,M126,16.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,63,MAC,R,36.8,1,302,M,4,Ca,,O,,,,,14,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,64,MAC,R,38.6,1,342,M,4,Ca,,O,,,,,19,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,65,MAC,R,36.5,1,296,M,4,Ca,,O,,,,,14,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,66,MAC,R,37.3,1,323,F,4,Ca,,O,NP,C06-066      ,M,M127,22.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,67,MAC,R,37.2,1,357,M,4,Ca,,O,,,,,39,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,68,MAC,R,39.3,1,362,M,4,Ca,,O,,,,,22,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,69,MAC,R,36.8,1,343,F,4,Ca,,O,NP,C06-069      ,M,M128,32.3,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,70,MAC,R,35.7,1,278,F,4,Ca,,O,NP,C06-070      ,M,M129,14.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,71,MAC,R,39,1,384,F,5,Cb,,O,NP,C06-071      ,M,M130,23.9,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,72,MAC,R,30.8,1,188,F,6,Da,,O,NP,C06-072      ,M,M131,3.3,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,73,MAC,R,35.3,1,289,M,4,Ca,,O,,,,,24,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,74,MAC,R,37.5,1,308,M,5,Cb,,O,,,,,5,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,75,MAC,R,38.7,1,367,M,4,Ca,,O,,,,,24,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,76,MAC,R,42.3,1,484,F,4,Ca,,O,NP,C06-076      ,M,M132,31.4,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,77,MAC,R,36.8,1,300,M,5,Cb,,O,,,,,5,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,78,MAC,R,37,1,353,M,4,Ca,,O,,,,,39,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,79,MAC,R,38.5,1,356,M,4,Ca,,O,,,,,25,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,80,MAC,R,40.9,1,465,M,4,Ca,,O,,,,,41,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,81,MAC,R,37.9,1,323,F,6,Da,,O,NP,C06-081      ,M,M133,6.6,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,82,MAC,R,34.7,1,270,F,5,Cb,,O,NP,C06-082      ,M,M134,13.2,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,83,MAC,R,35,1,291,M,5,Cb,,O,,,,,2,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,84,MAC,R,39.7,1,388,F,6,Da,,O,,,,,6,Fresh,,,,
IEO,3,Careva0322-0006,43.47,-4.72,85,MAC,R,39.5,1,347,M,4,Ca,,O,,,,,31,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,86,MAC,R,35.4,1,286,M,4,Ca,,O,,,,,16,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,87,MAC,R,32.5,1,219,M,6,Da,,O,,,,,3,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,88,MAC,R,39.1,1,351,M,4,Ca,,O,,,,,16,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,89,MAC,R,39.2,1,358,F,4,Ca,,O,NP,C06-089      ,M,M135,20.5,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,90,MAC,R,39.5,1,389,F,4,Ca,,O,NP,C06-090      ,M,M136,22.8,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,91,MAC,R,37.6,1,300,M,4,Ca,,O,,,,,11,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,92,MAC,R,37.6,1,343,F,4,Ca,,O,NP,C06-092      ,M,M137,16.4,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,93,MAC,R,34,1,241,M,5,Cb,,O,,,,,9,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,94,MAC,R,38,1,351,F,4,Ca,,O,NP,C06-094      ,M,M138,17.5,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,3,Careva0322-0006,43.47,-4.72,95,MAC,R,33.3,1,216,M,5,Cb,,O,,,,,2,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,96,MAC,R,38.5,1,372,M,4,Ca,,O,,,,,41,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,97,MAC,R,37.9,1,320,M,4,Ca,,O,,,,,7,,,,,
IEO,3,Careva0322-0006,43.47,-4.72,98,MAC,R,37.3,1,338,F,3,Bb,,O,,,,,17,Fresh,,,,
IEO,3,Careva0322-0006,43.47,-4.72,99,MAC,R,34,1,265,F,5,Cb,,O,,,,,11,Fresh,,,,
IEO,3,Careva0322-0006,43.47,-4.72,100,MAC,R,36.6,1,308,F,4,Ca,,O,NP,C06-100      ,M,M139,16,Fixed,2x25 and 2x100,OvaryWeight calculated from fixed ovary weight as OvaryWeight = 0.32502 + 0.97323 x fixed_ovary_weight.,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,1,MAC,R,38.5,1,432,M,5,Cb,,O,NP,P10-001      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,2,MAC,R,39.2,1,434,M,5,Cb,,O,NP,P10-002      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,3,MAC,R,38.5,1,407,M,5,Cb,,O,NP,P10-003      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,4,MAC,R,41.2,1,516,F,5,Cb,,O,NP,P10-004      ,M,M140,50.6,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,5,MAC,R,44.2,1,548,M,4,Ca,,O,NP,P10-005      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,6,MAC,R,38.5,1,386,M,5,Cb,,O,NP,P10-006      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,7,MAC,R,38.4,1,392,M,5,Cb,,O,NP,P10-007      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,8,MAC,R,41.1,1,510,M,5,Cb,,O,NP,P10-008      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,9,MAC,R,36.5,1,318,F,5,Cb,,O,NP,P10-009      ,M,M141,14,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,10,MAC,R,38.8,1,393,M,5,Cb,,O,NP,P10-010      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,11,MAC,R,35.5,1,313,M,5,Cb,,O,NP,P10-011      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,12,MAC,R,39.4,1,440,F,5,Cb,,O,NP,P10-012      ,M,M142,30.2,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,13,MAC,R,38.7,1,445,M,5,Cb,,O,NP,P10-013      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,14,MAC,R,38.7,1,392,M,5,Cb,,O,NP,P10-014      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,15,MAC,R,40.2,1,461,M,5,Cb,,O,NP,P10-015      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,16,MAC,R,40.3,1,448,F,5,Cb,,O,NP,P10-016      ,M,M143,17,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,17,MAC,R,38.3,1,396,M,5,Cb,,O,NP,P10-017      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,18,MAC,R,35.6,1,308,F,5,Cb,,O,NP,P10-018      ,M,M144,15,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,19,MAC,R,36.7,1,328,M,5,Cb,,O,NP,P10-019      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,20,MAC,R,39.1,1,446,F,5,Cb,,O,NP,P10-020      ,M,M145,34.4,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,21,MAC,R,40.2,1,440,M,5,Cb,,O,NP,P10-021      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,22,MAC,R,38.9,1,439,F,5,Cb,,O,,,M,M146,41.9,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,23,MAC,R,38.6,1,408,M,5,Cb,,O,NP,P10-023      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,24,MAC,R,37.9,1,451,F,5,Cb,,O,NP,P10-024      ,M,M147,37.2,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,25,MAC,R,37.1,1,328,M,5,Cb,,O,NP,P10-025      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,26,MAC,R,38.6,1,406,F,5,Cb,,O,NP,P10-026      ,M,M148,26.5,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,27,MAC,R,40.5,1,513,F,5,Cb,,O,NP,P10-027      ,M,M149,39.2,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,28,MAC,R,38.3,1,373,M,5,Cb,,O,NP,P10-028      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,29,MAC,R,39.1,1,464,M,5,Cb,,O,NP,P10-029      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,30,MAC,R,40.4,1,467,M,4,Ca,,O,NP,P10-030      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,31,MAC,R,40.1,1,443,F,5,Cb,,O,NP,P10-031      ,M,M150,43.4,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,32,MAC,R,36.6,1,345,M,5,Cb,,O,NP,P10-032      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,33,MAC,R,39.3,1,448,M,5,Cb,,O,NP,P10-033      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,34,MAC,R,38.1,1,428,M,5,Cb,,O,NP,P10-034      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,35,MAC,R,39.2,1,422,F,5,Cb,,O,NP,P10-035      ,M,M151,29.6,Fresh,2x25 and 2x100,,Y,
IEO,4,Pelacus0322-0010,43.35,-8.74,36,MAC,R,39,1,448,M,4,Ca,,O,NP,P10-036      ,,,,,,,,
IEO,4,Pelacus0322-0010,43.35,-8.74,37,MAC,R,39.6,1,437,M,5,Cb,,O,NP,P10-037      ,,,,,,,,
