Sample_ref,SurveyPeriod,Institute_H,Oocyte_stage_H,Hydration_state,Egg_stage_H,POF_H,Spent_H,Massive_atr_H,Early_alpha_H,Discard_H,Comment_H,Fecundity_H,Spawn_marker_H,Spawning_H,Spawn_atretic_H,Batch_fec_H,Age,CalendarDay,Country,FishLength,FishWeight,Maturity Walsh,Maturity WKMATCH 2012 revised,OvaryWeight,SamplingApproach,StartLatitude,StartLongitude
G055,4,DTU,4,0,0,0,0,1,0,0,Weird angle of section. Spawning ended,no,no,no,no,no,13,104,DE,40.3,479,5,Cb,22.6,R,51.12,-10.2
G056,4,IMR,4,0,0,0,0,1,1,0,ikke spent ikke discard + massive. Ine: både massiv. Hull eller spent-struktur?,no,no,no,no,no,10,104,DE,37.4,405,5,Cb,14,R,51.12,-10.2
G057,4,WMR,2,0,0,0,0,0,0,0,bad quality tissue,no,no,no,no,no,7,104,DE,37.3,365,5,Cb,5.5,R,51.12,-10.2
G058,4,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,11,104,DE,38.3,397,5,Cb,15.7,R,51.12,-10.2
G059,4,IEO,4,0,2,1,0,0,1,0,,no,yes,yes,yes,no,10,104,DE,39.2,422,5,Cb,23.8,R,51.12,-10.2
G060,4,DTU,2,0,0,0,0,1,0,0,Longitudinal section. Late atresia. Spawning ended,no,no,no,no,no,-9,104,DE,37.3,345,5,Cb,6.1,R,51.12,-10.2
G061,4,IMR,2,0,0,0,0,0,1,0,ikke pof + atresi,no,no,no,no,no,10,104,DE,38.8,385,5,Cb,6.9,R,51.12,-10.2
G062,4,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,10,104,DE,37.2,371,4,3a,17.1,R,51.12,-10.2
G063,4,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,10,104,DE,37.4,372,5,Cb,9.8,R,51.12,-10.2
G064,4,IEO,2,0,0,1,1,0,0,0,Only a few healthy cortical alveoli among numerous atretic ones.,no,yes,no,no,no,11,104,DE,38.4,397,5,Cb,4.6,R,51.12,-10.2
G065,4,DTU,2,0,0,0,0,1,0,0,Longitudinal section. Late atresia. Spawning ended,no,no,no,no,no,9,104,DE,40.3,411,5,Cb,6.6,R,51.12,-10.2
G066,4,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,104,DE,37.3,357,4,3a,16.6,R,51.12,-10.2
G067,4,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,104,DE,37.2,355,5,Cb,8.6,R,51.12,-10.2
G068,4,AZTI,1,0,0,1,1,1,0,0,,no,yes,no,no,no,6,104,DE,36.9,326,5,Cb,5.6,R,51.12,-10.2
G069,4,IEO,3,0,0,0,0,0,1,0,,yes,no,no,no,no,11,104,DE,37.2,390,4,3a,14.4,R,51.12,-10.2
G070,4,DTU,3,0,0,0,0,0,0,0,Longitudinal section. Late atresia,yes,no,no,no,no,11,104,DE,37.9,397,5,Cb,12.7,R,51.12,-10.2
G071,4,IMR,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,12,104,DE,40.8,465,4,3a,23,R,51.12,-10.2
G072,4,WMR,2,0,0,0,0,0,0,0,late atresia,no,no,no,no,no,12,104,DE,38.8,394,5,Cb,6.9,R,51.12,-10.2
G073,4,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,104,DE,34.3,332,4,3a,28.5,R,51.12,-10.2
G074,4,IEO,2,0,0,1,0,1,1,0,,no,yes,no,no,no,8,104,DE,37.9,367,5,Cb,6.9,R,51.12,-10.2
G075,4,DTU,4,0,0,0,0,0,1,0,Weird angle of section. Atretic oocyte stage 4,yes,no,no,no,no,15,104,DE,42.9,606,4,3a,43.3,R,51.12,-10.2
G076,4,IMR,2,0,0,1,0,0,0,0,,no,yes,no,no,no,5,104,DE,36.1,353,5,Cb,6.8,R,51.12,-10.2
G077,4,WMR,3,0,0,0,0,0,1,0,late atresia,yes,no,no,no,no,12,104,DE,39.2,405,4,3a,24.4,R,51.12,-10.2
G078,4,AZTI,2,0,0,1,1,1,1,0,,no,yes,no,no,no,9,104,DE,39.1,425,5,Cb,7.4,R,51.12,-10.2
G079,4,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,104,DE,38.2,403,4,3a,25.3,R,51.12,-10.2
G080,4,DTU,2,0,0,0,0,1,1,0,All tunica curled up on one side. Atresia. Spawning ended,no,no,no,no,no,11,104,DE,39.5,449,5,Cb,7.4,R,51.12,-10.2
G081,4,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,104,DE,35.2,336,5,Cb,12.3,R,51.12,-10.2
G082,4,WMR,2,0,0,1,0,0,0,0,lots of late atresia,no,yes,no,no,no,10,104,DE,38.2,367,5,Cb,8.1,R,51.12,-10.2
G083,4,AZTI,2,0,0,1,1,1,1,0,,no,yes,no,no,no,10,104,DE,36.4,343,5,Cb,6.8,R,51.12,-10.2
G084,4,IEO,2,0,0,1,0,1,1,0,,no,yes,no,no,no,11,104,DE,39.3,436,5,Cb,7.5,R,51.12,-10.2
G085,4,DTU,2,0,2,0,0,1,0,0,Weird angle of section. Atresia. Spawning ended,no,yes,no,no,no,11,104,DE,37,450,5,Cb,4.4,R,51.12,-10.2
G086,4,IMR,2,0,0,0,0,0,0,0,a lot of beta atresia ( ikke pof ),no,no,no,no,no,6,104,DE,37.3,356,5,Cb,5,R,51.12,-10.2
G087,4,WMR,3,0,0,1,0,0,1,0,,no,yes,yes,yes,no,13,104,DE,39.5,448,4,3a,16.5,R,51.12,-10.2
G088,4,AZTI,2,0,0,1,1,1,1,0,,no,yes,no,no,no,12,104,DE,38,390,5,Cb,6.6,R,51.12,-10.2
G089,4,IEO,2,0,2,1,0,1,1,0,,no,yes,no,no,no,10,104,DE,38.2,419,5,Cb,13.2,R,51.12,-10.2
G090,4,DTU,2,0,0,0,0,1,0,0,Longitudinal section. Atresia. Spawning ended,no,no,no,no,no,8,104,DE,37.1,377,5,Cb,7.5,R,51.12,-10.2
G091,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,104,DE,37,425,4,3a,32.7,R,51.12,-10.2
G092,4,WMR,,,,,,,,1,tissue is so few and bad quality; not possible to screen,no,no,no,no,no,12,104,DE,37,357,5,3b,9.1,R,51.12,-10.2
G093,4,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,10,104,DE,39.1,439,4,3a,17.4,R,51.12,-10.2
G094,4,IEO,4,0,2,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,15,104,DE,38.2,434,5,3b,16.2,R,51.12,-10.2
G095,4,DTU,4,0,0,1,0,0,0,0,Longitudinal section,no,yes,yes,no,no,10,104,DE,35.4,381,4,3a,27.5,R,51.12,-10.2
G096,4,IMR,2,0,0,0,0,0,1,0,ikke pof,no,no,no,no,no,6,104,DE,36,317,5,3b,8,R,51.12,-10.2
G097,4,WMR,2,0,0,1,0,0,0,0,late atresia,no,yes,no,no,no,9,104,DE,37,337,5,3b,6,R,51.12,-10.2
G098,4,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,12,104,DE,37.2,365,4,3a,21.7,R,51.12,-10.2
G099,4,IEO,3,0,0,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,9,104,DE,36.8,363,5,3b,18.5,R,51.12,-10.2
G100,4,DTU,2,0,0,0,0,1,0,0,Longitudinal section. Spawning ended,no,no,no,no,no,6,104,DE,35.2,331,5,3b,8,R,51.12,-10.2
G101,4,IMR,4,0,0,1,0,0,1,0,a lot of beta atresia,no,yes,yes,yes,no,no reading,104,DE,37.1,374,4,3a,10.7,R,51.12,-10.2
G102,4,WMR,4,0,0,1,0,0,0,0,lots of late atresia,no,yes,yes,no,no,9,105,DE,36.9,352,5,3b,10.4,R,52.2,-11.34
G103,4,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,105,DE,36.1,360,3,2b,23.1,R,52.2,-11.34
G104,4,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,12,105,DE,38.4,407,4,3a,28.1,R,52.2,-11.34
G105,4,DTU,4,0,0,0,0,0,1,0,Weird angle of section. Atresia,yes,no,no,no,no,7,105,DE,37.4,378,4,3a,20.1,R,52.2,-11.34
G106,4,IMR,2,0,0,0,1,0,1,0,some beta atresia,no,no,no,no,no,9,105,DE,38.1,367,5,3b,10.5,R,52.2,-11.34
G107,4,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,13,105,DE,41.1,506,4,3a,22.2,R,52.2,-11.34
G108,4,AZTI,4,0,0,0,0,0,1,0,,yes,no,no,no,no,10,105,DE,40,435,4,3a,21.6,R,52.2,-11.34
G109,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,no reading,105,DE,37.4,394,4,3a,15.1,R,52.2,-11.34
G110,4,DTU,4,0,0,0,0,0,0,0,Weird angle of section,yes,no,no,no,no,5,105,DE,34.2,306,5,3b,15.7,R,52.2,-11.34
G111,4,IMR,5,0,0,1,0,0,0,0,some beta atresia,no,yes,yes,no,no,4,105,DE,32.3,241,5,3b,7.7,R,52.2,-11.34
G112,4,WMR,3,0,0,0,0,0,1,0,,yes,no,no,no,no,5,105,DE,34.3,317,4,3a,23.6,R,52.2,-11.34
G113,4,AZTI,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,5,105,DE,34.9,281,5,3b,14.2,R,52.2,-11.34
G114,4,IEO,3,0,0,0,0,1,0,0,Possible POFs 7. Very doubtful. Very early vitellogenic oocytes. At the limit with cortical alveoli.,no,no,no,no,no,5,105,DE,33,261,5,3b,10.4,R,52.2,-11.34
G115,4,DTU,2,0,0,0,0,1,0,0,Weird angle of section. Atresia. Spawning ended,no,no,no,no,no,8,105,DE,38,391,5,3b,13.1,R,52.2,-11.34
G116,4,IMR,2,0,0,0,1,0,0,0,,no,no,no,no,no,11,105,DE,39.2,431,5,3b,8.4,R,52.2,-11.34
G117,4,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,no reading,105,DE,38.2,393.0,4,3a,20.9,R,52.2,-11.34
G118,4,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,105,DE,34.8,293,4,3a,15.1,R,52.2,-11.34
G119,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,105,DE,38.2,342,4,3a,21.9,R,52.2,-11.34
G120,4,DTU,2,0,0,0,0,1,0,0,Longitudinal section. Atresia. Spawning ended,no,no,no,no,no,5,105,DE,35,302,5,3b,5.9,R,52.2,-11.34
G121,4,IMR,4,0,0,0,0,0,1,0,,yes,no,no,no,no,7,105,DE,35.1,306,4,3a,15.4,R,52.2,-11.34
G122,4,WMR,2,0,0,1,0,0,0,0,lots of late atresia,no,yes,no,no,no,11,105,DE,38.6,415,5,3b,12.4,R,52.2,-11.34
G123,4,AZTI,4,0,0,0,0,0,1,0,,yes,no,no,no,no,7,105,DE,35.2,332,4,3a,29,R,52.2,-11.34
G124,4,IEO,2,0,0,0,0,1,0,0,Possible POFs 7. Very doubtful.,no,no,no,no,no,9,105,DE,37.2,364,5,3b,8.1,R,52.2,-11.34
G125,4,DTU,4,0,0,0,0,0,0,0,Tunica incomplete,yes,no,no,no,no,9,105,DE,38.2,403,5,3b,22.4,R,52.2,-11.34
G126,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,105,DE,37.2,387,4,3a,28.7,R,52.2,-11.34
G127,4,WMR,3,0,0,0,0,0,0,0,"bad slide, only few oocytes",yes,no,no,no,no,3,105,DE,31.8,241,5,3b,15.6,R,52.2,-11.34
G128,4,AZTI,3,0,0,1,0,1,1,0,,no,yes,no,no,no,13,105,DE,39.5,450,5,3b,12.1,R,52.2,-11.34
G129,4,IEO,3,0,0,1,0,1,1,0,Very early vitellogenic oocytes. At the limit with cortical alveoli. Many of them atretic.,no,yes,no,no,no,12,105,DE,38.2,348,5,3b,8.5,R,52.2,-11.34
G130,4,DTU,5,1,0,1,0,0,0,0,No tunica,no,yes,yes,no,no,11,105,DE,39.2,423,4,3a,24.2,R,52.2,-11.34
G131,4,IMR,4,0,0,1,0,0,1,0,Ine: much atresia,no,yes,yes,yes,no,12,105,DE,37,385,5,3b,14.1,R,52.2,-11.34
G132,4,WMR,2,0,0,0,0,0,0,0,lots of late atresia,no,no,no,no,no,6,105,DE,38.2,375,5,3b,6.6,R,52.2,-11.34
G133,4,AZTI,2,0,0,1,0,1,1,0,,no,yes,no,no,no,8,105,DE,37.2,393,5,3b,11.3,R,52.2,-11.34
G134,4,IEO,3,0,2,0,0,1,0,0,Very early vitellogenic oocytes. At the limit with cortical alveoli. Many of them atretic.,no,yes,no,no,no,3,105,DE,34.3,281,5,3b,5.2,R,52.2,-11.34
G135,4,DTU,2,0,0,0,0,1,0,0,Tunica incomplete. Atresia. Spawning ended,no,no,no,no,no,5,105,DE,35,300,5,3b,7.9,R,52.2,-11.34
G136,4,IMR,3,0,0,0,0,0,0,0,beta atresia of all oocytt 5,yes,no,no,no,no,6,105,DE,37.5,338,5,3b,12.9,R,52.2,-11.34
G137,4,WMR,4,0,0,1,0,0,0,0,lots of late atresia,no,yes,yes,no,no,9,105,DE,37,348,5,3b,12.3,R,52.2,-11.34
G138,4,AZTI,4,0,0,0,0,0,1,0,,yes,no,no,no,no,6,105,DE,36,305,5,3b,18.3,R,52.2,-11.34
G139,4,IEO,2,0,0,1,0,1,1,0,,no,yes,no,no,no,8,105,DE,36.7,360,5,3b,9.6,R,52.2,-11.34
G140,4,DTU,4,0,0,0,0,0,0,0,Longitudinal section,yes,no,no,no,no,9,105,DE,37.3,403,4,3a,21.6,R,52.2,-11.34
G141,4,IMR,2,0,0,0,1,1,1,1,,no,no,no,no,no,9,105,DE,38,409,5,3b,12.3,R,52.2,-11.34
G142,4,WMR,2,0,0,0,0,1,0,0,lots of late atresia,no,no,no,no,no,11,105,DE,37.5,373,5,3b,9.6,R,52.2,-11.34
G143,4,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,105,DE,38.3,425,4,3a,27.9,R,52.2,-11.34
G144,4,IEO,2,0,0,0,0,1,1,0,,no,no,no,no,no,9,105,DE,38.3,401,5,3b,10.2,R,52.2,-11.34
G145,4,DTU,4,0,0,0,0,0,0,0,Longitudinal section. One side tunica. Late atresia,yes,no,no,no,no,11,105,DE,36.4,349.0,4,3a,20.8,R,52.2,-11.34
G146,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,105,DE,39.2,431,5,3b,10.2,R,52.2,-11.34
G147,4,WMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,13,105,DE,38.5,406,4,3a,12.8,R,52.2,-11.34
G148,4,AZTI,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,105,DE,37.8,408,5,3b,23.6,R,52.2,-11.34
G149,4,IEO,4,0,0,0,0,0,0,0,Possible POFs 7. Very doubtful.  A lot of atresia.,yes,no,no,no,no,11,105,DE,39,389,5,3b,17.4,R,52.2,-11.34
G150,4,DTU,4,0,0,1,0,0,0,0,Weird angle of section,no,yes,yes,no,no,10,105,DE,40,462,4,3a,21.5,R,52.2,-11.34
G151,4,IMR,2,0,0,0,0,0,1,0,Lot of beta atresia,no,no,no,no,no,10,105,DE,37.4,350,5,3b,8.9,R,52.2,-11.34
G152,4,WMR,4,0,0,0,0,0,1,0,late atresia,yes,no,no,no,no,10,105,DE,38.2,409,4,3a,15.2,R,52.2,-11.34
I001,5,IMR,5,3,0,0,0,0,0,0,,no,yes,yes,no,yes,,131,NL,37.5,461,4,Ca,68.8,R,50.7333,-10.95
I002,5,WMR,2,0,0,0,0,0,0,0,slide onscherp,no,no,no,no,no,,131,NL,39,461,6,D,4,R,50.7333,-10.95
I003,5,AZTI,5,3,1,1,0,0,0,0,POF5,no,yes,yes,no,no,,131,NL,37.9,440,4,Ca,42.6,R,50.7333,-10.95
I004,5,IEO,2,0,0,0,0,1,1,0,,no,no,no,no,no,,131,NL,39.6,433,6,D,4.9,R,50.7333,-10.95
I005,5,DTU,2,0,0,0,1,0,0,0,Weird angle of section. Late atreia. Big white areas in the lamellae. Spawning ended,no,no,no,no,no,,131,NL,42.2,604,5,Cb,12.6,R,50.7333,-10.95
I006,5,IMR,3,0,0,1,0,0,0,0,ikke spent men langt kommen atresi,no,yes,yes,no,no,,131,NL,41,548,5,Cb,21.7,R,50.7333,-10.95
I007,5,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,131,NL,38,476,5,Cb,44.5,R,50.7333,-10.95
I008,5,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,,131,NL,37.2,415,5,Cb,29.3,R,50.7333,-10.95
I009,5,IEO,1,0,2,0,1,0,0,0,,no,yes,no,no,no,,131,NL,39.4,483,6,D,7.8,R,50.7333,-10.95
I010,5,DTU,2,0,0,0,1,0,0,0,Longitudinal section. Late atresia. Big white areas in the lamellae. Spawning ended,no,no,no,no,no,,131,NL,40.3,489,5,Cb,8.8,R,50.7333,-10.95
I011,5,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,,131,NL,37,425,4,Ca,53.6,R,50.7333,-10.95
I012,5,WMR,2,0,0,0,0,0,0,0,old Atresia in sample,no,no,no,no,no,,131,NL,40.2,462,6,D,5.3,R,50.7333,-10.95
I013,5,AZTI,4,0,0,1,0,0,0,0,POF5,no,yes,yes,no,no,,131,NL,36.8,461,5,Cb,28.5,R,50.7333,-10.95
I014,5,IEO,3,0,0,1,0,0,0,0,A lot of atresia.,no,yes,yes,no,no,,131,NL,38.2,420,5,Cb,9.8,R,50.7333,-10.95
I015,5,DTU,4,0,2,1,0,0,0,0,Longitudinal section,no,yes,yes,no,no,,131,NL,38.8,493,4,Ca,28,R,50.7333,-10.95
I016,5,IMR,3,0,0,0,0,0,0,0,Lots of beta atresia + strange structures,yes,no,no,no,no,,136,NL,39.3,393,5,Cb,10.1,R,47.7333,-7.4
I017,5,WMR,,,,,,,,1,no slide,no,no,no,no,no,,136,NL,40.2,432,5,Cb,6.6,R,47.7333,-7.4
I018,5,AZTI,5,3,1,1,0,0,0,0,POF7,no,yes,yes,no,no,,143,NL,36.6,415,4,Ca,42.8,R,51.2,-11.0833
I019,5,IEO,5,1,2,1,0,0,0,0,,no,yes,yes,no,no,,143,NL,36.1,388,5,Cb,39.9,R,51.2,-11.0833
I020,5,DTU,5,3,0,1,0,0,0,0,No tunica. Many Hyd 3,no,yes,yes,no,yes,,143,NL,38,431,4,Ca,38.1,R,51.2,-11.0833
I021,5,IMR,2,0,0,0,1,1,0,0,All vitellogenic oocytes are atretic. Rotten in the centre.,no,no,no,no,no,,143,NL,38,387,6,D,5,R,51.2,-11.0833
I022,5,WMR,5,3,0,0,0,0,0,0,bad slide,no,yes,yes,no,yes,,143,NL,35,370,4,Ca,45.3,R,51.2,-11.0833
I023,5,AZTI,5,3,1,0,0,0,0,0,,no,yes,yes,no,no,,143,NL,38,515,4,Ca,75.3,R,51.2,-11.0833
I024,5,IEO,1,0,0,0,1,1,0,0,,no,no,no,no,no,,143,NL,39.4,458,6,D,6.6,R,51.2,-11.0833
I025,5,DTU,2,0,0,0,0,1,0,0,Late atresia. Spawning ended,no,no,no,no,no,,143,NL,40.3,454,6,D,6.7,R,51.2,-11.0833
I026,5,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,143,NL,39.2,536,5,Cb,47.9,R,51.2,-11.0833
I027,5,WMR,1,0,0,0,0,0,0,0,,no,no,no,no,no,,143,NL,37.9,404,6,D,4.6,R,51.2,-11.0833
I028,5,AZTI,1,0,0,0,0,0,0,0,,no,no,no,no,no,,143,NL,39.3,442,6,D,4.6,R,51.2,-11.0833
I029,5,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,143,NL,35.1,322,5,Cb,15.2,R,51.2,-11.0833
I030,5,DTU,1,0,0,0,1,0,0,0,Thick tunica. Spawning ended,no,no,no,no,no,,143,NL,39.7,420,6,D,5.1,R,51.2,-11.0833
I031,5,IMR,2,0,0,0,0,0,0,0,Contaminated tissue with more advanced oocytes,no,no,no,no,no,,143,NL,35.8,319,6,D,3.5,R,51.2,-11.0833
I032,5,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,143,NL,38.2,478,4,Ca,68,R,51.2,-11.0833
I033,5,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,,143,NL,33.7,321,5,Cb,27,R,51.2,-11.0833
I034,5,IEO,1,0,0,0,1,0,0,0,,no,no,no,no,no,,143,NL,38,410,6,D,4.5,R,51.2,-11.0833
I035,5,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,,143,NL,36.2,400,6,D,5.5,R,51.2,-11.0833
I036,5,IMR,2,0,0,0,1,0,1,1,Many vitellogenic oocytes stage 2 that are healthy. Lots of beta atresia. ,no,no,no,no,no,,143,NL,37.9,414,5,Cb,8.2,R,51.2,-11.0833
I037,5,WMR,1,0,0,1,1,0,0,0,,no,yes,no,no,no,,143,NL,37.5,363,6,D,5.2,R,51.2,-11.0833
I038,5,AZTI,1,0,2,1,1,1,0,0,POF7,no,yes,no,no,no,,143,NL,38.3,399,5,Cb,7.2,R,51.2,-11.0833
I039,5,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,143,NL,36.5,404,5,Cb,49.2,R,51.2,-11.0833
I040,5,DTU,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,143,NL,36.5,394,5,Cb,16.6,R,51.2,-11.0833
I041,5,IMR,4,0,1,1,0,0,0,0,,no,yes,yes,no,no,,143,NL,31.8,265,5,Cb,15.8,R,51.2,-11.0833
I042,5,WMR,2,0,0,1,0,0,0,0,,no,yes,no,no,no,,143,NL,38.1,397,6,D,5.3,R,51.2,-11.0833
I043,5,AZTI,1,0,2,1,1,1,0,0,POF7,no,yes,no,no,no,,143,NL,39.2,400,6,D,5.4,R,51.2,-11.0833
I044,5,IEO,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,,143,NL,33.3,306,4,Ca,44.7,R,51.2,-11.0833
I045,5,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,,143,NL,36.2,357,6,D,4.9,R,51.2,-11.0833
I046,6,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,,158,NL,32,263,4,Ca,33.3,R,52.7333,-11.9
I048,6,AZTI,4,0,0,1,0,0,0,0,POF2,no,yes,yes,no,no,,158,NL,34.5,353,5,Cb,31.3,R,52.7333,-11.9
I049,6,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,,158,NL,31.7,251,4,Ca,23.4,R,52.7333,-11.9
I050,6,DTU,4,0,0,1,0,0,0,0,Weird angle of section,no,yes,yes,no,no,,158,NL,38.3,458,4,Ca,51.6,R,52.7333,-11.9
I051,6,IMR,2,0,0,0,1,0,0,0,,no,no,no,no,no,,159,NL,39.3,454,6,D,5.3,R,51.8,-11.25
I052,6,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,159,NL,38.5,393,4,Ca,38.7,R,51.8,-11.25
I053,6,AZTI,4,0,0,1,0,0,1,0,POF7,no,yes,yes,yes,no,,159,NL,39.3,453,4,Ca,7.9,R,51.8,-11.25
I054,6,IEO,1,0,0,0,1,0,0,0,A lot of atresia.,no,no,no,no,no,,159,NL,41.2,474,6,D,6.1,R,51.8,-11.25
I055,6,DTU,4,0,2,0,1,0,0,0,Late atresia. Spawning ended,no,yes,no,no,no,,159,NL,34.2,314,6,D,4.5,R,51.8,-11.25
I056,6,IMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,159,NL,36,340,4,Ca,18.8,R,51.8,-11.25
I057,6,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,159,NL,38.4,407,4,Ca,20,R,51.8,-11.25
I058,6,AZTI,5,3,0,1,0,0,1,0,POF6,no,yes,yes,yes,yes,,159,NL,39.2,508,4,Ca,31.2,R,51.8,-11.25
I059,6,IEO,4,0,0,1,0,0,1,0,A lot of atresia. At the limit of massive atresia.,no,yes,yes,yes,no,,159,NL,40.3,493,5,Cb,10.8,R,51.8,-11.25
I060,6,DTU,2,0,0,0,1,0,0,0,Weird angle of section. Late atresia. Thick tunica. Spawning ended,no,no,no,no,no,,159,NL,38.5,470,6,D,6.1,R,51.8,-11.25
I061,6,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,,159,NL,36.3,364,4,Ca,14.3,R,51.8,-11.25
I062,6,WMR,3,0,0,1,0,0,1,0,,no,yes,yes,yes,no,,159,NL,38.4,407,6,D,5.1,R,51.8,-11.25
I063,6,AZTI,2,0,0,0,0,0,1,0,,no,no,no,no,no,,159,NL,38.2,446,6,D,6,R,51.8,-11.25
I064,6,IEO,1,0,0,0,1,0,0,0,,no,no,no,no,no,,159,NL,38.5,403,6,D,5,R,51.8,-11.25
I065,6,DTU,4,0,0,1,0,0,0,0,Weird angle of section,no,yes,yes,no,no,,159,NL,38,466,5,Cb,38.6,R,51.8,-11.25
I066,6,IMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,159,NL,37,373,5,Cb,7.5,R,51.8,-11.25
I067,6,WMR,5,2,,1,0,0,1,0,,no,yes,yes,yes,yes,,159,NL,38.7,457,5,Cb,13,R,51.8,-11.25
I068,6,AZTI,4,0,2,1,0,1,1,0,POF1,no,yes,no,no,no,,159,NL,38.7,423,4,Ca,,R,51.8,-11.25
I069,6,IEO,1,0,0,1,1,0,0,0,Presence of cortical alveoli and vitellogenic together with migratory nucleus. All of them are scarce and appear isolated. They look unhealthy and are therefore considered residual. Previtellogenic oocytes is the major cell type. Small ovaries. A lot of old atresia.,no,yes,no,no,no,,159,NL,38.4,423,6,D,6.5,R,51.8,-11.25
I070,6,DTU,2,0,0,0,1,0,0,0,Late atresia. Thick tunica. Spawning ended,no,no,no,no,no,,159,NL,39.2,457,6,D,5.3,R,51.8,-11.25
I071,6,IMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,159,NL,35.8,335,4,Ca,13.3,R,51.8,-11.25
I072,6,WMR,,,,,,,,1,no slide,no,no,no,no,no,,159,NL,36.2,362,6,D,7.3,R,51.8,-11.25
I073,6,AZTI,5,1,0,1,0,0,1,0,POF3,no,yes,yes,yes,no,,159,NL,41,460,5,Cb,9.4,R,51.8,-11.25
I074,6,IEO,2,0,0,1,0,1,1,0,,no,yes,no,no,no,,159,NL,37,373,5,Cb,8.2,R,51.8,-11.25
I075,6,DTU,5,3,1,1,0,0,0,0,Weird angle of section. A few eggs. Late spawning,no,yes,yes,no,no,,159,NL,38.4,407,6,D,5.7,R,51.8,-11.25
I076,6,IMR,4,0,0,0,0,0,0,0,Strange POF-like structures,yes,no,no,no,no,,159,NL,37.8,397,6,D,5.2,R,51.8,-11.25
I077,6,WMR,,,,,,,,1,no slide,no,no,no,no,no,,159,NL,34.4,310,5,Cb,24.7,R,51.8,-11.25
I078,6,AZTI,5,1,0,1,0,0,0,0,POF5,no,yes,yes,no,no,,159,NL,34.9,349,5,Cb,10,R,51.8,-11.25
I079,6,IEO,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,,159,NL,38.4,417,6,D,5.2,R,51.8,-11.25
I080,6,DTU,4,0,2,1,0,1,1,0,All tunica curled up on one side,no,yes,no,no,no,,159,NL,35.6,355,4,Ca,12,R,51.8,-11.25
I082,6,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,159,NL,37.5,408,5,Cb,16.2,R,51.8,-11.25
I083,6,AZTI,5,1,0,1,0,0,0,0,POF3,no,yes,yes,no,no,,159,NL,40.1,470,6,D,6.5,R,51.8,-11.25
